NorthGroup Consulting
3A/32 Billabong Street
Stafford 4053
GC03 - Report Chainage, Offset, Elevation and Elev Diff from VAL
Thu Feb 05 10:05:53 2026

Terramodel  Project: mc10.pro
   
Hal Alignment Details:Pline Rec Number 393. Start Ch 5608.000 to End Ch 13848.485. Name:MC10

   Pt No,  Chainage,     Offset,     Elev,      Pt East,     Pt North, Name        ,Note    ,
     214,  7550.000,      0.000,         ,         ,   774992.497,  6287271.489, CH 7550.000           ,        ,
     215,  7560.000,     -0.000,         ,         ,   774983.802,  6287276.428, CH 7560.000           ,        ,
     216,  7570.000,      0.000,         ,         ,   774975.107,  6287281.367, CH 7570.000           ,        ,
     217,  7576.221,      0.000,         ,         ,   774969.698,  6287284.440, CH 7576.221           ,        ,
     218,  7580.000,      0.000,         ,         ,   774966.413,  6287286.308, CH 7580.000           ,        ,
     219,  7590.000,     -0.000,         ,         ,   774957.762,  6287291.325, CH 7590.000           ,        ,
     220,  7600.000,     -0.000,         ,         ,   774949.260,  6287296.587, CH 7600.000           ,        ,
     221,  7610.000,     -0.000,         ,         ,   774941.029,  6287302.263, CH 7610.000           ,        ,
     222,  7616.221,      0.000,         ,         ,   774936.110,  6287306.071, CH 7616.221           ,        ,
     223,  7620.000,      0.000,         ,         ,   774933.217,  6287308.502, CH 7620.000           ,        ,
     224,  7630.000,      0.000,         ,         ,   774925.946,  6287315.364, CH 7630.000           ,        ,
     225,  7640.000,     -0.000,         ,         ,   774919.272,  6287322.806, CH 7640.000           ,        ,
     226,  7648.678,     -0.000,         ,         ,   774913.999,  6287329.697, CH 7648.678           ,        ,
     227,  7650.000,      0.000,         ,         ,   774913.240,  6287330.779, CH 7650.000           ,        ,
     228,  7660.000,      0.000,         ,         ,   774907.850,  6287339.199, CH 7660.000           ,        ,
     229,  7670.000,      0.000,         ,         ,   774902.972,  6287347.928, CH 7670.000           ,        ,
     230,  7680.000,     -0.000,         ,         ,   774898.436,  6287356.840, CH 7680.000           ,        ,
     231,  7688.678,      0.000,         ,         ,   774894.638,  6287364.643, CH 7688.678           ,        ,
     232,  7690.000,      0.000,         ,         ,   774894.063,  6287365.833, CH 7690.000           ,        ,
     233,  7700.000,     -0.000,         ,         ,   774889.710,  6287374.835, CH 7700.000           ,        ,
     234,  7710.000,      0.000,         ,         ,   774885.357,  6287383.838, CH 7710.000           ,        ,
     235,  7720.000,     -0.000,         ,         ,   774881.004,  6287392.841, CH 7720.000           ,        ,
     236,  7724.350,      0.000,         ,         ,   774879.110,  6287396.757, CH 7724.350           ,        ,
     237,  7730.000,     -0.000,         ,         ,   774876.645,  6287401.841, CH 7730.000           ,        ,
     238,  7740.000,      0.000,         ,         ,   774872.178,  6287410.788, CH 7740.000           ,        ,
     239,  7750.000,     -0.000,         ,         ,   774867.422,  6287419.584, CH 7750.000           ,        ,
     240,  7760.000,     -0.000,         ,         ,   774862.204,  6287428.112, CH 7760.000           ,        ,
     241,  7764.350,      0.000,         ,         ,   774859.749,  6287431.703, CH 7764.350           ,        ,
     242,  7770.000,      0.000,         ,         ,   774856.373,  6287436.233, CH 7770.000           ,        ,
     243,  7780.000,     -0.000,         ,         ,   774849.888,  6287443.841, CH 7780.000           ,        ,
     244,  7790.000,     -0.000,         ,         ,   774842.793,  6287450.884, CH 7790.000           ,        ,
     245,  7800.000,     -0.000,         ,         ,   774835.136,  6287457.311, CH 7800.000           ,        ,
     246,  7810.000,      0.000,         ,         ,   774826.971,  6287463.079, CH 7810.000           ,        ,
     247,  7820.000,      0.000,         ,         ,   774818.353,  6287468.148, CH 7820.000           ,        ,
     248,  7830.000,     -0.000,         ,         ,   774809.344,  6287472.481, CH 7830.000           ,        ,
     249,  7840.000,     -0.000,         ,         ,   774800.006,  6287476.049, CH 7840.000           ,        ,
     250,  7850.000,      0.000,         ,         ,   774790.403,  6287478.828, CH 7850.000           ,        ,
     251,  7853.769,     -0.000,         ,         ,   774786.729,  6287479.666, CH 7853.769           ,        ,
     252,  7860.000,     -0.000,         ,         ,   774780.603,  6287480.806, CH 7860.000           ,        ,
     253,  7870.000,     -0.000,         ,         ,   774770.688,  6287482.093, CH 7870.000           ,        ,
     254,  7880.000,      0.000,         ,         ,   774760.720,  6287482.887, CH 7880.000           ,        ,
     255,  7890.000,      0.000,         ,         ,   774750.733,  6287483.394, CH 7890.000           ,        ,
     256,  7893.769,      0.000,         ,         ,   774746.968,  6287483.554, CH 7893.769           ,        ,
     257,  7896.625,      0.000,         ,         ,   774744.114,  6287483.674, CH 7896.625           ,        ,
     258,  7900.000,      0.000,         ,         ,   774740.742,  6287483.824, CH 7900.000           ,        ,
     259,  7910.000,      0.000,         ,         ,   774730.757,  6287484.362, CH 7910.000           ,        ,
     260,  7920.000,      0.000,         ,         ,   774720.780,  6287485.043, CH 7920.000           ,        ,
     261,  7930.000,      0.000,         ,         ,   774710.814,  6287485.867, CH 7930.000           ,        ,
     262,  7938.753,      0.000,         ,         ,   774702.102,  6287486.705, CH 7938.753           ,        ,
     263,  7940.000,      0.000,         ,         ,   774700.861,  6287486.832, CH 7940.000           ,        ,
     264,  7950.000,      0.000,         ,         ,   774690.913,  6287487.851, CH 7950.000           ,        ,
     265,  7960.000,      0.000,         ,         ,   774680.965,  6287488.871, CH 7960.000           ,        ,
     266,  7970.000,      0.000,         ,         ,   774671.017,  6287489.890, CH 7970.000           ,        ,
     267,  7980.000,      0.000,         ,         ,   774661.069,  6287490.909, CH 7980.000           ,        ,
